"","Firms$Tone"
"4141",-1
"4142",NA
"4143",NA
"4144",NA
"4145",NA
"4146",NA
"4147",NA
"4148",NA
"4149",NA
"4150",NA
"4151",NA
"4152",1
"4153",NA
"4154",NA
"4155",NA
"4156",NA
"4157",-1
"4158",NA
"4159",NA
"4160",NA
"4161",NA
"4162",NA
"4163",NA
"4164",NA
"4165",NA
"4166",NA
"4167",NA
"4168",NA
"4169",NA
"4170",NA
"4171",NA
"4172",NA
"4173",NA
"4174",NA
"4175",1
"4176",NA
"4177",NA
"4178",0.5
"4179",0.2
"4180",NA
"4181",NA
"4182",0.333333333333333
"4183",NA
"4184",1
"4185",1
"4186",0.6
"4187",1
"4188",0
"4189",NA
"4190",NA
"4191",1
"4192",NA
"4193",NA
"4194",0.714285714285714
"4195",1
"4196",NA
"4197",1
"4198",1
"4199",NA
"4200",NA
"4201",NA
"4202",0.6
"4203",NA
"4204",1
"4205",1
"4206",NA
"4207",0.333333333333333
"4208",1
"4209",0
"4210",0.5
"4211",1
"4212",0.333333333333333
"4213",0.6
"4214",0.714285714285714
"4215",0.714285714285714
"4216",1
"4217",NA
"4218",1
"4219",1
"4220",1
"4221",1
"4222",1
"4223",1
"4224",1
"4225",0.333333333333333
"4226",0
"4227",-1
"4228",NA
"4229",NA
"4230",1
"4231",-0.333333333333333
"4232",1
"4233",NA
"4234",1
"4235",1
"4236",NA
"4237",NA
"4238",NA
"4239",NA
"4240",NA
"4241",1
"4242",NA
"4243",NA
"4244",1
"4245",NA
"4246",NA
"4247",1
"4248",NA
"4249",1
"4250",NA
"4251",NA
"4252",NA
"4253",NA
"4254",NA
"4255",NA
"4256",NA
"4257",NA
"4258",NA
"4259",NA
"4260",-1
"4261",NA
"4262",NA
"4263",NA
"4264",NA
"4265",NA
"4266",NA
"4267",NA
"4268",1
"4269",NA
"4270",NA
"4271",NA
"4272",NA
"4273",NA
"4274",1
"4275",NA
"4276",NA
"4277",NA
"4278",NA
"4279",NA
"4280",NA
"4281",NA
"4282",1
"4283",NA
"4284",NA
"4285",NA
"4286",NA
"4287",-1
"4288",NA
"4289",NA
"4290",NA
"4291",1
"4292",NA
"4293",NA
"4294",NA
"4295",NA
"4296",NA
"4297",NA
"4298",NA
"4299",NA
"4300",NA
"4301",NA
"4302",NA
"4303",NA
"4304",1
"4305",NA
"4306",1
"4307",1
"4308",1
"4309",NA
"4310",NA
"4311",NA
"4312",NA
"4313",NA
"4314",1
"4315",NA
"4316",1
"4317",1
"4318",NA
"4319",NA
"4320",1
"4321",NA
"4322",NA
"4323",NA
"4324",1
"4325",NA
"4326",NA
"4327",NA
"4328",1
"4329",NA
"4330",NA
"4331",NA
"4332",1
"4333",NA
"4334",NA
"4335",NA
"4336",-1
"4337",NA
"4338",NA
"4339",NA
"4340",NA
"4341",NA
"4342",-1
"4343",-1
"4344",NA
"4345",NA
"4346",NA
"4347",NA
"4348",NA
"4349",NA
"4350",NA
"4351",NA
"4352",0.5
"4353",0.333333333333333
"4354",1
"4355",NA
"4356",0
"4357",1
"4358",NA
"4359",-0.333333333333333
"4360",-1
"4361",NA
"4362",NA
"4363",NA
"4364",1
"4365",1
"4366",1
"4367",NA
"4368",1
"4369",NA
"4370",NA
"4371",NA
"4372",1
"4373",NA
"4374",NA
"4375",NA
"4376",NA
"4377",NA
"4378",NA
"4379",NA
"4380",NA
"4381",NA
"4382",NA
"4383",NA
"4384",NA
"4385",NA
"4386",NA
"4387",1
"4388",0
"4389",0
"4390",0.333333333333333
"4391",-1
"4392",NA
"4393",-0.333333333333333
"4394",-0.333333333333333
"4395",-1
"4396",NA
"4397",-0.333333333333333
"4398",0
"4399",0
"4400",1
"4401",NA
"4402",NA
"4403",NA
"4404",-1
"4405",NA
"4406",NA
"4407",NA
"4408",NA
"4409",NA
"4410",NA
"4411",NA
"4412",NA
"4413",NA
"4414",NA
"4415",NA
"4416",NA
"4417",NA
"4418",-0.333333333333333
"4419",-0.333333333333333
"4420",NA
"4421",-1
"4422",1
"4423",NA
"4424",-1
"4425",NA
"4426",1
"4427",NA
"4428",NA
"4429",NA
"4430",NA
"4431",NA
"4432",0.6
"4433",0.6
"4434",NA
"4435",1
"4436",NA
"4437",NA
"4438",NA
"4439",NA
"4440",-1
"4441",0.6
"4442",NA
"4443",NA
"4444",NA
"4445",NA
"4446",NA
"4447",NA
"4448",NA
"4449",NA
"4450",NA
"4451",NA
"4452",NA
"4453",1
"4454",1
"4455",NA
"4456",-1
"4457",NA
"4458",NA
"4459",-1
"4460",-1
"4461",-1
"4462",-1
"4463",NA
"4464",NA
"4465",NA
"4466",NA
"4467",NA
"4468",-1
"4469",NA
"4470",1
"4471",NA
"4472",NA
"4473",NA
"4474",NA
"4475",NA
"4476",NA
"4477",NA
"4478",NA
"4479",NA
"4480",NA
"4481",NA
"4482",NA
"4483",NA
"4484",NA
"4485",NA
"4486",-1
"4487",NA
"4488",1
"4489",NA
"4490",1
"4491",NA
"4492",NA
"4493",0
"4494",NA
"4495",1
"4496",NA
"4497",1
"4498",NA
"4499",NA
"4500",NA
"4501",-1
"4502",1
"4503",NA
"4504",-1
"4505",NA
"4506",-0.333333333333333
"4507",NA
"4508",NA
"4509",NA
"4510",1
"4511",1
"4512",NA
"4513",1
"4514",1
"4515",1
"4516",NA
"4517",1
"4518",NA
"4519",NA
"4520",0.333333333333333
"4521",0.75
"4522",NA
"4523",NA
"4524",1
"4525",1
"4526",1
"4527",1
"4528",1
"4529",NA
"4530",NA
"4531",1
"4532",NA
"4533",1
"4534",1
"4535",1
"4536",1
"4537",NA
"4538",1
"4539",1
"4540",NA
"4541",1
"4542",-1
"4543",1
"4544",1
"4545",0.6
"4546",1
"4547",NA
"4548",1
"4549",NA
"4550",NA
"4551",NA
"4552",1
"4553",NA
"4554",NA
"4555",NA
"4556",NA
"4557",NA
"4558",NA
"4559",NA
"4560",1
"4561",NA
"4562",NA
"4563",NA
"4564",0.75
"4565",0.333333333333333
"4566",0.6
"4567",0.666666666666667
"4568",0.6
"4569",NA
"4570",NA
"4571",NA
"4572",0.333333333333333
"4573",0
"4574",-0.333333333333333
"4575",NA
"4576",0
"4577",NA
"4578",NA
"4579",NA
"4580",1
"4581",NA
"4582",1
"4583",NA
"4584",NA
"4585",NA
"4586",0.333333333333333
"4587",NA
"4588",0
"4589",1
"4590",NA
"4591",NA
"4592",1
"4593",NA
"4594",NA
"4595",1
"4596",NA
"4597",NA
"4598",1
"4599",NA
"4600",1
"4601",1
"4602",NA
"4603",NA
"4604",1
"4605",1
"4606",NA
"4607",NA
"4608",1
"4609",1
"4610",1
"4611",NA
"4612",NA
"4613",NA
"4614",NA
"4615",1
"4616",0.777777777777778
"4617",NA
"4618",NA
"4619",NA
"4620",0.8
"4621",NA
"4622",1
"4623",NA
"4624",-1
"4625",NA
"4626",-0.6
"4627",0.75
"4628",-1
"4629",1
"4630",1
"4631",NA
"4632",NA
"4633",NA
"4634",NA
"4635",1
"4636",1
"4637",NA
"4638",1
"4639",1
"4640",1
"4641",0.5
"4642",1
"4643",NA
"4644",-1
"4645",0.8
"4646",1
"4647",1
"4648",0.5
"4649",NA
"4650",NA
"4651",NA
"4652",0
"4653",1
"4654",NA
"4655",1
"4656",-0.2
"4657",-0.333333333333333
"4658",-0.6
"4659",-0.6
"4660",NA
"4661",-0.6
"4662",NA
"4663",-0.428571428571429
"4664",NA
"4665",NA
"4666",NA
"4667",NA
"4668",NA
"4669",NA
"4670",0.333333333333333
"4671",0.333333333333333
"4672",1
"4673",1
"4674",1
"4675",1
"4676",1
"4677",NA
"4678",0.714285714285714
"4679",0.714285714285714
"4680",0.666666666666667
"4681",NA
"4682",1
"4683",NA
"4684",NA
"4685",NA
"4686",0.75
"4687",NA
"4688",-1
"4689",1
"4690",NA
"4691",1
"4692",-1
"4693",NA
"4694",NA
"4695",1
"4696",1
"4697",1
"4698",1
"4699",1
"4700",NA
"4701",0
"4702",NA
"4703",NA
"4704",NA
"4705",NA
"4706",NA
"4707",0.142857142857143
"4708",0.25
"4709",-0.2
"4710",NA
"4711",0
"4712",NA
"4713",NA
"4714",-1
"4715",NA
"4716",NA
"4717",NA
"4718",NA
"4719",NA
"4720",1
"4721",-1
"4722",NA
"4723",1
"4724",1
"4725",NA
"4726",NA
"4727",1
"4728",NA
"4729",1
"4730",1
"4731",1
"4732",NA
"4733",1
"4734",1
"4735",NA
"4736",0.333333333333333
"4737",NA
"4738",NA
"4739",1
"4740",NA
"4741",1
"4742",1
"4743",1
"4744",NA
"4745",1
"4746",1
"4747",1
"4748",0.2
"4749",-1
"4750",0.333333333333333
"4751",NA
"4752",0
"4753",NA
"4754",0.2
"4755",-1
"4756",-1
"4757",-1
"4758",-1
"4759",NA
"4760",NA
"4761",NA
"4762",NA
"4763",NA
"4764",-0.6
"4765",1
"4766",1
"4767",NA
"4768",NA
"4769",NA
"4770",NA
"4771",NA
"4772",NA
"4773",NA
"4774",NA
"4775",NA
"4776",NA
"4777",NA
"4778",NA
"4779",NA
"4780",NA
"4781",NA
"4782",NA
"4783",NA
"4784",NA
"4785",NA
"4786",NA
"4787",NA
"4788",NA
"4789",NA
"4790",NA
"4791",NA
"4792",NA
"4793",NA
"4794",NA
"4795",NA
"4796",1
"4797",NA
"4798",NA
"4799",NA
"4800",NA
"4801",NA
"4802",NA
"4803",NA
"4804",NA
"4805",NA
"4806",NA
"4807",NA
"4808",NA
"4809",NA
"4810",NA
"4811",NA
"4812",NA
"4813",NA
"4814",NA
"4815",NA
"4816",NA
"4817",NA
"4818",NA
"4819",1
"4820",NA
"4821",NA
"4822",NA
"4823",NA
"4824",NA
"4825",NA
"4826",NA
"4827",NA
"4828",NA
"4829",NA
"4830",NA
"4831",NA
"4832",NA
"4833",NA
"4834",NA
"4835",NA
"4836",NA
"4837",NA
"4838",NA
"4839",1
"4840",1
"4841",NA
"4842",NA
"4843",NA
"4844",NA
"4845",NA
"4846",NA
"4847",NA
"4848",NA
"4849",NA
"4850",NA
"4851",NA
"4852",NA
"4853",NA
"4854",NA
"4855",NA
"4856",NA
"4857",NA
"4858",NA
"4859",NA
"4860",NA
"4861",1
"4862",NA
"4863",NA
"4864",NA
"4865",1
"4866",NA
"4867",NA
"4868",NA
"4869",NA
"4870",NA
"4871",NA
"4872",1
"4873",1
"4874",NA
"4875",NA
"4876",NA
"4877",NA
"4878",NA
"4879",NA
"4880",NA
"4881",NA
"4882",NA
"4883",NA
"4884",NA
"4885",NA
"4886",NA
"4887",NA
"4888",1
"4889",0
"4890",NA
"4891",NA
"4892",NA
"4893",NA
"4894",NA
"4895",NA
"4896",1
"4897",NA
"4898",NA
"4899",NA
"4900",NA
"4901",NA
"4902",-1
"4903",-1
"4904",-1
"4905",NA
"4906",NA
"4907",NA
"4908",NA
"4909",NA
"4910",NA
"4911",NA
"4912",NA
"4913",NA
"4914",NA
"4915",NA
"4916",NA
"4917",NA
"4918",NA
"4919",NA
"4920",-1
"4921",NA
"4922",-1
"4923",NA
"4924",NA
"4925",-1
"4926",NA
"4927",NA
"4928",NA
"4929",NA
"4930",-1
"4931",-1
"4932",-1
"4933",-1
"4934",1
"4935",NA
"4936",0
"4937",1
"4938",0
"4939",NA
"4940",NA
"4941",NA
"4942",0
"4943",NA
"4944",NA
"4945",NA
"4946",NA
"4947",NA
"4948",NA
"4949",NA
"4950",NA
"4951",NA
"4952",NA
"4953",NA
"4954",NA
"4955",NA
"4956",1
"4957",1
"4958",NA
"4959",NA
"4960",-1
"4961",0
"4962",NA
"4963",0
"4964",NA
"4965",NA
"4966",0
"4967",1
"4968",NA
"4969",NA
"4970",NA
"4971",NA
"4972",NA
"4973",0.333333333333333
"4974",NA
"4975",1
"4976",NA
"4977",NA
"4978",NA
"4979",NA
"4980",NA
"4981",NA
"4982",NA
"4983",NA
"4984",NA
"4985",NA
"4986",NA
"4987",NA
"4988",NA
"4989",NA
"4990",1
"4991",NA
"4992",-1
"4993",NA
"4994",NA
"4995",NA
"4996",NA
"4997",NA
"4998",NA
"4999",-1
"5000",NA
"5001",NA
"5002",-1
"5003",-1
"5004",-1
"5005",-1
"5006",NA
"5007",NA
"5008",NA
"5009",NA
"5010",NA
"5011",NA
"5012",NA
"5013",NA
"5014",NA
"5015",NA
"5016",NA
"5017",NA
"5018",NA
"5019",1
"5020",NA
"5021",NA
"5022",NA
"5023",NA
"5024",NA
"5025",1
"5026",NA
"5027",NA
"5028",NA
"5029",NA
"5030",NA
"5031",NA
"5032",NA
"5033",NA
"5034",NA
"5035",NA
"5036",NA
"5037",-1
"5038",NA
"5039",NA
"5040",NA
"5041",NA
"5042",NA
"5043",NA
"5044",NA
"5045",NA
"5046",NA
"5047",NA
"5048",NA
"5049",NA
"5050",0.333333333333333
"5051",NA
"5052",NA
"5053",0.5
"5054",NA
"5055",NA
"5056",-1
"5057",0.666666666666667
"5058",0
"5059",NA
"5060",0
"5061",0
"5062",1
"5063",NA
"5064",0.333333333333333
"5065",NA
"5066",0.666666666666667
"5067",-1
"5068",NA
"5069",1
"5070",NA
"5071",NA
"5072",NA
"5073",1
"5074",NA
"5075",NA
"5076",1
"5077",1
"5078",NA
"5079",NA
"5080",1
"5081",NA
"5082",NA
"5083",NA
"5084",1
"5085",NA
"5086",1
"5087",NA
"5088",NA
"5089",1
"5090",1
"5091",1
"5092",1
"5093",0.333333333333333
"5094",0.333333333333333
"5095",1
"5096",1
"5097",NA
"5098",NA
"5099",NA
"5100",NA
"5101",NA
"5102",NA
"5103",NA
"5104",NA
"5105",1
"5106",1
"5107",NA
"5108",NA
"5109",0
"5110",NA
"5111",1
"5112",-1
"5113",1
"5114",NA
"5115",NA
"5116",NA
"5117",NA
"5118",NA
"5119",NA
"5120",NA
"5121",NA
"5122",NA
"5123",-1
"5124",NA
"5125",NA
"5126",NA
"5127",NA
"5128",-0.333333333333333
"5129",-1
"5130",0
"5131",0.2
"5132",0.2
"5133",0.333333333333333
"5134",0
"5135",NA
"5136",1
"5137",-0.6
"5138",NA
"5139",NA
"5140",-0.5
"5141",NA
"5142",NA
"5143",NA
"5144",1
"5145",1
"5146",NA
"5147",1
"5148",NA
"5149",1
"5150",NA
"5151",NA
"5152",-1
"5153",-1
"5154",NA
"5155",-1
"5156",1
"5157",1
"5158",NA
"5159",1
"5160",NA
"5161",NA
"5162",1
"5163",1
"5164",NA
"5165",1
"5166",1
"5167",0.333333333333333
"5168",0
"5169",NA
"5170",0.333333333333333
"5171",NA
"5172",1
"5173",-0.5
"5174",0
"5175",0
"5176",0
"5177",NA
"5178",0
"5179",NA
"5180",NA
"5181",NA
"5182",0
"5183",NA
"5184",-1
"5185",0
"5186",-0.2
"5187",0
"5188",0
"5189",-1
"5190",-1
"5191",1
"5192",NA
"5193",NA
"5194",NA
"5195",-1
"5196",NA
"5197",NA
"5198",NA
"5199",0.428571428571429
"5200",0.333333333333333
"5201",0.2
"5202",0.6
"5203",0.666666666666667
"5204",NA
"5205",0.6
"5206",NA
"5207",0.6
"5208",1
"5209",1
"5210",NA
"5211",NA
"5212",NA
"5213",NA
"5214",NA
"5215",NA
"5216",NA
"5217",NA
"5218",NA
"5219",NA
"5220",NA
"5221",NA
"5222",NA
"5223",NA
"5224",NA
"5225",NA
"5226",NA
"5227",NA
"5228",NA
"5229",NA
"5230",NA
"5231",NA
"5232",1
"5233",1
"5234",NA
"5235",NA
"5236",0.333333333333333
"5237",0
"5238",0
"5239",0
"5240",0
"5241",NA
"5242",NA
"5243",0
"5244",0.2
"5245",NA
"5246",0.2
"5247",NA
"5248",-0.333333333333333
"5249",0.2
"5250",1
"5251",NA
"5252",0.5
"5253",1
"5254",NA
"5255",NA
"5256",NA
"5257",-0.333333333333333
"5258",NA
"5259",NA
"5260",1
"5261",1
"5262",1
"5263",NA
"5264",1
"5265",NA
"5266",-0.333333333333333
"5267",NA
"5268",NA
"5269",NA
"5270",1
"5271",1
"5272",1
"5273",0
"5274",0
"5275",NA
"5276",NA
"5277",NA
"5278",-1
"5279",NA
"5280",0
"5281",NA
"5282",0
"5283",1
"5284",NA
"5285",NA
"5286",1
"5287",1
"5288",NA
"5289",NA
"5290",0
"5291",NA
"5292",1
"5293",1
"5294",NA
"5295",NA
"5296",1
"5297",1
"5298",1
"5299",1
"5300",1
"5301",NA
"5302",1
"5303",1
"5304",NA
"5305",-1
"5306",-1
"5307",-1
"5308",-1
"5309",-1
"5310",-1
"5311",-1
"5312",NA
"5313",NA
"5314",-1
"5315",NA
"5316",NA
"5317",NA
"5318",NA
"5319",0
"5320",NA
"5321",NA
"5322",NA
"5323",NA
"5324",NA
"5325",NA
"5326",0
"5327",-1
"5328",NA
"5329",-1
"5330",NA
"5331",NA
"5332",NA
"5333",0
"5334",0
"5335",0
"5336",NA
"5337",0
"5338",NA
"5339",NA
"5340",0.333333333333333
"5341",NA
"5342",NA
"5343",NA
"5344",NA
"5345",NA
"5346",NA
"5347",1
"5348",1
"5349",NA
"5350",NA
"5351",NA
"5352",NA
"5353",NA
"5354",NA
"5355",NA
"5356",NA
"5357",0.333333333333333
"5358",0.333333333333333
"5359",NA
"5360",0.333333333333333
"5361",1
"5362",0.333333333333333
"5363",NA
"5364",NA
"5365",NA
"5366",0.333333333333333
"5367",NA
"5368",1
"5369",NA
"5370",-1
"5371",NA
"5372",NA
"5373",1
"5374",1
"5375",1
"5376",1
"5377",NA
"5378",1
"5379",1
"5380",1
"5381",1
"5382",1
"5383",1
"5384",NA
"5385",0
"5386",0
"5387",-1
"5388",0
"5389",NA
"5390",NA
"5391",0
"5392",NA
"5393",-1
"5394",-1
"5395",0
"5396",0
"5397",NA
"5398",0
"5399",-1
"5400",NA
"5401",NA
"5402",NA
"5403",1
"5404",1
"5405",NA
"5406",NA
"5407",1
"5408",1
"5409",NA
"5410",1
"5411",NA
"5412",1
"5413",1
"5414",NA
"5415",1
"5416",1
"5417",NA
"5418",1
"5419",NA
"5420",NA
"5421",1
"5422",NA
"5423",1
"5424",NA
"5425",1
"5426",1
"5427",1
"5428",NA
"5429",1
"5430",1
"5431",1
"5432",NA
"5433",NA
"5434",NA
"5435",NA
"5436",1
"5437",NA
"5438",NA
"5439",1
"5440",1
"5441",1
"5442",1
"5443",NA
"5444",NA
"5445",0
"5446",NA
"5447",NA
"5448",-1
"5449",NA
"5450",1
"5451",1
"5452",NA
"5453",NA
"5454",NA
"5455",0
"5456",NA
"5457",NA
"5458",1
"5459",NA
"5460",NA
"5461",NA
"5462",1
"5463",NA
"5464",-1
"5465",NA
"5466",NA
"5467",NA
"5468",NA
"5469",1
"5470",NA
"5471",NA
"5472",NA
"5473",NA
"5474",NA
"5475",NA
"5476",NA
"5477",NA
"5478",NA
"5479",NA
"5480",NA
"5481",NA
"5482",1
"5483",NA
"5484",NA
"5485",NA
"5486",NA
"5487",NA
"5488",NA
"5489",NA
"5490",NA
"5491",NA
"5492",NA
"5493",NA
"5494",NA
"5495",-1
"5496",NA
"5497",NA
"5498",0.666666666666667
"5499",1
"5500",1
"5501",1
"5502",NA
"5503",NA
"5504",1
"5505",1
"5506",NA
"5507",NA
"5508",1
"5509",NA
"5510",NA
"5511",NA
"5512",NA
"5513",1
"5514",NA
"5515",NA
"5516",NA
"5517",-1
"5518",NA
"5519",NA
"5520",NA
"5521",NA
"5522",NA
"5523",NA
"5524",NA
"5525",NA
"5526",NA
"5527",NA
"5528",NA
"5529",NA
"5530",NA
"5531",NA
"5532",NA
"5533",NA
"5534",NA
"5535",NA
"5536",NA
"5537",NA
"5538",NA
"5539",NA
"5540",1
"5541",NA
"5542",1
"5543",NA
"5544",NA
"5545",1
"5546",NA
"5547",NA
"5548",1
"5549",NA
"5550",NA
"5551",1
"5552",NA
"5553",NA
"5554",NA
"5555",NA
"5556",-1
"5557",-1
"5558",NA
"5559",NA
"5560",NA
"5561",NA
"5562",NA
"5563",NA
"5564",NA
"5565",NA
"5566",NA
"5567",NA
"5568",-1
"5569",NA
"5570",-1
"5571",NA
"5572",NA
"5573",NA
"5574",NA
"5575",NA
"5576",NA
"5577",NA
"5578",1
"5579",NA
"5580",1
"5581",NA
"5582",NA
"5583",NA
"5584",NA
"5585",1
"5586",NA
"5587",NA
"5588",NA
"5589",1
"5590",NA
"5591",NA
"5592",1
"5593",NA
"5594",NA
"5595",NA
"5596",1
"5597",1
"5598",NA
"5599",NA
"5600",NA
"5601",NA
"5602",NA
"5603",1
"5604",NA
"5605",NA
"5606",1
"5607",1
"5608",NA
"5609",1
"5610",1
"5611",NA
"5612",NA
"5613",1
"5614",1
"5615",NA
"5616",NA
"5617",NA
"5618",NA
"5619",1
"5620",NA
"5621",-1
"5622",NA
"5623",NA
"5624",1
"5625",NA
"5626",1
"5627",NA
"5628",NA
"5629",NA
"5630",NA
"5631",NA
"5632",NA
"5633",-1
"5634",NA
"5635",NA
"5636",NA
"5637",NA
"5638",NA
"5639",NA
"5640",1
"5641",NA
"5642",NA
"5643",NA
"5644",NA
"5645",1
"5646",1
"5647",NA
"5648",NA
"5649",NA
"5650",NA
"5651",-1
"5652",-1
"5653",NA
"5654",NA
"5655",NA
"5656",NA
"5657",NA
"5658",NA
"5659",NA
"5660",NA
"5661",NA
"5662",NA
"5663",NA
"5664",NA
"5665",NA
"5666",NA
"5667",NA
"5668",1
"5669",-1
"5670",-1
"5671",NA
"5672",-1
"5673",NA
"5674",NA
"5675",NA
"5676",NA
"5677",NA
"5678",NA
"5679",1
"5680",NA
"5681",NA
"5682",NA
"5683",NA
"5684",-1
"5685",NA
"5686",NA
"5687",1
"5688",NA
"5689",0
"5690",NA
"5691",NA
"5692",NA
"5693",1
"5694",NA
"5695",NA
"5696",NA
"5697",0.333333333333333
"5698",NA
"5699",NA
"5700",-1
"5701",1
"5702",NA
"5703",NA
"5704",NA
"5705",0
"5706",-1
"5707",NA
"5708",NA
"5709",NA
"5710",-1
"5711",NA
"5712",-1
"5713",NA
"5714",NA
"5715",NA
"5716",NA
"5717",NA
"5718",NA
"5719",NA
"5720",1
"5721",NA
"5722",NA
"5723",NA
"5724",NA
"5725",NA
"5726",NA
"5727",NA
"5728",NA
"5729",NA
"5730",NA
"5731",NA
"5732",1
"5733",NA
"5734",NA
"5735",NA
"5736",NA
"5737",-1
"5738",NA
"5739",NA
"5740",1
"5741",1
"5742",1
"5743",NA
"5744",1
"5745",NA
"5746",NA
"5747",NA
"5748",1
"5749",0.333333333333333
"5750",1
"5751",1
"5752",-1
"5753",NA
"5754",-0.5
"5755",-0.2
"5756",0.5
"5757",NA
"5758",NA
"5759",0.333333333333333
"5760",NA
"5761",NA
"5762",NA
"5763",NA
"5764",NA
"5765",NA
"5766",NA
"5767",NA
"5768",NA
"5769",NA
"5770",NA
"5771",NA
"5772",NA
"5773",NA
"5774",NA
"5775",0.333333333333333
"5776",NA
"5777",NA
"5778",NA
"5779",1
"5780",NA
"5781",1
"5782",NA
"5783",NA
"5784",1
"5785",1
"5786",NA
"5787",1
"5788",NA
"5789",NA
"5790",NA
"5791",NA
"5792",NA
"5793",-1
"5794",NA
"5795",NA
"5796",NA
"5797",NA
"5798",NA
"5799",NA
"5800",NA
"5801",NA
"5802",1
"5803",NA
"5804",NA
"5805",0.333333333333333
"5806",NA
"5807",1
"5808",NA
"5809",NA
"5810",NA
"5811",1
"5812",NA
"5813",NA
"5814",NA
"5815",NA
"5816",NA
"5817",NA
"5818",NA
"5819",-1
"5820",-1
"5821",NA
"5822",NA
"5823",NA
"5824",NA
"5825",NA
"5826",NA
"5827",NA
"5828",NA
"5829",NA
"5830",NA
"5831",NA
"5832",NA
"5833",NA
"5834",NA
"5835",NA
"5836",NA
"5837",NA
"5838",NA
"5839",NA
"5840",NA
"5841",NA
"5842",NA
"5843",NA
"5844",NA
"5845",NA
"5846",NA
"5847",1
"5848",NA
"5849",1
"5850",1
"5851",NA
"5852",NA
"5853",NA
"5854",NA
"5855",1
"5856",NA
"5857",1
"5858",NA
"5859",1
"5860",NA
"5861",NA
"5862",NA
"5863",NA
"5864",NA
"5865",-1
"5866",NA
"5867",1
"5868",NA
"5869",1
"5870",1
"5871",NA
"5872",NA
"5873",NA
"5874",NA
"5875",NA
"5876",NA
"5877",NA
"5878",1
"5879",NA
"5880",-1
"5881",NA
"5882",NA
"5883",NA
"5884",NA
"5885",NA
"5886",NA
"5887",NA
"5888",NA
"5889",NA
"5890",NA
"5891",NA
"5892",NA
"5893",NA
"5894",NA
"5895",NA
"5896",NA
"5897",NA
"5898",NA
"5899",NA
"5900",NA
"5901",NA
"5902",NA
"5903",NA
"5904",NA
"5905",NA
"5906",NA
"5907",NA
"5908",NA
"5909",NA
"5910",1
"5911",NA
"5912",NA
"5913",NA
"5914",NA
"5915",NA
"5916",NA
"5917",NA
"5918",NA
"5919",NA
"5920",NA
"5921",0.333333333333333
"5922",1
"5923",NA
"5924",1
"5925",NA
"5926",NA
"5927",NA
"5928",-1
"5929",-1
"5930",NA
"5931",NA
"5932",NA
"5933",NA
"5934",NA
"5935",NA
"5936",NA
"5937",NA
"5938",NA
"5939",NA
"5940",NA
"5941",NA
"5942",NA
"5943",1
"5944",1
"5945",NA
"5946",NA
"5947",1
"5948",1
"5949",NA
"5950",1
"5951",NA
"5952",NA
"5953",-1
"5954",1
"5955",1
"5956",NA
"5957",NA
"5958",NA
"5959",NA
"5960",NA
"5961",NA
"5962",NA
"5963",NA
"5964",NA
"5965",NA
"5966",NA
"5967",NA
"5968",NA
"5969",NA
"5970",NA
"5971",NA
"5972",NA
"5973",NA
"5974",NA
"5975",NA
"5976",NA
"5977",1
"5978",1
"5979",1
"5980",1
"5981",NA
"5982",1
"5983",NA
"5984",-1
"5985",1
"5986",NA
"5987",1
"5988",1
"5989",1
"5990",0.333333333333333
"5991",1
"5992",NA
"5993",1
"5994",NA
"5995",0.25
"5996",1
"5997",1
"5998",1
"5999",NA
"6000",1
"6001",NA
"6002",NA
"6003",1
"6004",1
"6005",NA
"6006",NA
"6007",NA
"6008",NA
"6009",NA
"6010",NA
"6011",NA
"6012",1
"6013",1
"6014",NA
"6015",NA
"6016",NA
"6017",-1
"6018",NA
"6019",NA
"6020",1
"6021",NA
"6022",NA
"6023",NA
"6024",NA
"6025",NA
"6026",NA
"6027",NA
"6028",1
"6029",1
"6030",NA
"6031",1
"6032",1
"6033",NA
"6034",NA
"6035",1
"6036",-1
"6037",NA
"6038",NA
"6039",NA
"6040",NA
"6041",NA
"6042",NA
"6043",NA
"6044",NA
"6045",NA
"6046",NA
"6047",NA
"6048",NA
"6049",NA
"6050",NA
"6051",0
"6052",1
"6053",1
"6054",NA
"6055",NA
"6056",1
"6057",0.666666666666667
"6058",NA
"6059",1
"6060",1
"6061",0.666666666666667
"6062",NA
"6063",1
"6064",1
"6065",1
"6066",NA
"6067",1
"6068",NA
"6069",0.142857142857143
"6070",NA
"6071",1
"6072",NA
"6073",NA
"6074",NA
"6075",NA
"6076",NA
"6077",1
"6078",NA
"6079",NA
"6080",-1
"6081",1
"6082",1
"6083",NA
"6084",NA
"6085",NA
"6086",NA
"6087",NA
"6088",NA
"6089",NA
"6090",NA
"6091",NA
"6092",NA
"6093",NA
"6094",NA
"6095",NA
"6096",NA
"6097",NA
"6098",NA
"6099",NA
"6100",NA
"6101",NA
"6102",NA
"6103",NA
"6104",NA
"6105",NA
"6106",NA
"6107",NA
"6108",NA
"6109",NA
"6110",NA
"6111",NA
"6112",NA
"6113",NA
"6114",NA
"6115",NA
"6116",NA
"6117",NA
"6118",NA
"6119",NA
"6120",NA
"6121",NA
"6122",NA
"6123",NA
"6124",NA
"6125",NA
"6126",1
"6127",NA
"6128",NA
"6129",NA
"6130",NA
"6131",NA
"6132",1
"6133",NA
"6134",1
"6135",1
"6136",NA
"6137",NA
"6138",NA
"6139",NA
"6140",NA
"6141",NA
"6142",NA
